text,propertyType,locality,furnishing,city,RentOrSale,BHK,URLs
Residential House   Patna City   Unfurnished   Patna   5.0   2.0   Sale,Residential House,Patna City,Unfurnished,Patna,Sale,5.0,https://www.magicbricks.com/propertyDetails/5-BHK-1450-Sq-ft-Residential-House-FOR-Sale-Patna-City-in-Patna&id=4d423637373533303637
Multistorey Apartment   Digha   Semi-Furnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Digha,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1240-Sq-ft-Multistorey-Apartment-FOR-Sale-Digha-in-Patna&id=4d423637373439383439
Multistorey Apartment   Exhibition Road   Semi-Furnished   Patna   2.0   1.0   Sale,Multistorey Apartment,Exhibition Road,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Exhibition-Road-in-Patna&id=4d423637373438323237
Multistorey Apartment   Missing   Semi-Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Missing,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1060-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423637363932363733
Multistorey Apartment   New Jakkanpur   Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,New Jakkanpur,Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Jakkanpur-in-Patna&id=4d423637363935353835
Residential House   Kumhrar   Unfurnished   Patna   8.0   8.0   Sale,Residential House,Kumhrar,Unfurnished,Patna,Sale,8.0,https://www.magicbricks.com/propertyDetails/8-BHK-3600-Sq-ft-Residential-House-FOR-Sale-Kumhrar-in-Patna&id=4d423637323630373237
Multistorey Apartment   Missing   Unfurnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Missing,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423637363738323133
Multistorey Apartment   Bhootnath Road   Unfurnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Bhootnath Road,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1730-Sq-ft-Multistorey-Apartment-FOR-Sale-Bhootnath-Road-in-Patna&id=4d423635393338363733
Multistorey Apartment   East Boring Canal Road   Unfurnished   Patna   3.0   3.0   Sale,Multistorey Apartment,East Boring Canal Road,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Sale-East-Boring-Canal-Road-in-Patna&id=4d423536313035373733
Multistorey Apartment   Lohiyanagar   Semi-Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Lohiyanagar,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Lohiyanagar-in-Patna&id=4d423637343633343137
Multistorey Apartment   Rukanpura   Missing   Patna   3.0   Missing   Sale,Multistorey Apartment,Rukanpura,Missing,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1135-Sq-ft-Multistorey-Apartment-FOR-Sale-Rukanpura-in-Patna&id=4d423637363331373137
Residential House   Sipara   Unfurnished   Patna   4.0   5.0   Sale,Residential House,Sipara,Unfurnished,Patna,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-2250-Sq-ft-Residential-House-FOR-Sale-Sipara-in-Patna&id=4d423637333932363731
Multistorey Apartment   Gola Road   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Gola Road,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1585-Sq-ft-Multistorey-Apartment-FOR-Sale-Gola-Road-in-Patna&id=4d423636373138363239
Residential House   Nirala Nagar   Semi-Furnished   Patna   2.0   4.0   Sale,Residential House,Nirala Nagar,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1117-Sq-ft-Residential-House-FOR-Sale-Nirala-Nagar-in-Patna&id=4d423637303539363231
Multistorey Apartment   Gola Road   Unfurnished   Patna   2.0   Missing   Sale,Multistorey Apartment,Gola Road,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Sale-Gola-Road-in-Patna&id=4d423435393033303131
Multistorey Apartment   Ram Krishna Puram   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Ram Krishna Puram,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1275-Sq-ft-Multistorey-Apartment-FOR-Sale-Ram-Krishna-Puram-in-Patna&id=4d423637353632313635
Multistorey Apartment   Danapur   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Danapur,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1585-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-in-Patna&id=4d423538323431363031
Multistorey Apartment   Mithila Colony   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Mithila Colony,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1421-Sq-ft-Multistorey-Apartment-FOR-Sale-Mithila-Colony-in-Patna&id=4d423637303939373635
Multistorey Apartment   Lekha Nagar   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Lekha Nagar,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Lekha-Nagar-in-Patna&id=4d423636363531323833
Multistorey Apartment   Rajendra Nagar   Semi-Furnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Rajendra Nagar,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1582-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajendra-Nagar-in-Patna&id=4d423637353231373339
Multistorey Apartment   Missing   Unfurnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Missing,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423632363635363833
Multistorey Apartment   Rukanpura   Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Rukanpura,Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1577-Sq-ft-Multistorey-Apartment-FOR-Sale-Rukanpura-in-Patna&id=4d423637373536353935
Multistorey Apartment   Anandpuri   Furnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Anandpuri,Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1450-Sq-ft-Multistorey-Apartment-FOR-Sale-Anandpuri-in-Patna&id=4d423636333631313133
Multistorey Apartment   Shivpuri   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Shivpuri,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Sale-Shivpuri-in-Patna&id=4d423530393639363832
Multistorey Apartment   Gola Road   Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Gola Road,Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1035-Sq-ft-Multistorey-Apartment-FOR-Sale-Gola-Road-in-Patna&id=4d423634353834373133
Multistorey Apartment   Ram Krishna Puram   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Ram Krishna Puram,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-810-Sq-ft-Multistorey-Apartment-FOR-Sale-Ram-Krishna-Puram-in-Patna&id=4d423632353731373937
Multistorey Apartment   Danapur Khagaul Road   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Danapur Khagaul Road,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1275-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-Khagaul-Road-in-Patna&id=4d423637363338323535
Multistorey Apartment   Danapur   Semi-Furnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Danapur,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1792-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-in-Patna&id=4d423637373237333933
Multistorey Apartment   Phulwari Sharif   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Phulwari Sharif,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1027-Sq-ft-Multistorey-Apartment-FOR-Sale-Phulwari-Sharif-in-Patna&id=4d423539383135393237
Multistorey Apartment   Jagdeo Path   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Jagdeo Path,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagdeo-Path-in-Patna-r4&id=4d423633323634363431
Multistorey Apartment   Saguna More   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Saguna More,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1140-Sq-ft-Multistorey-Apartment-FOR-Sale-Saguna-More-in-Patna&id=4d423635333334303831
Multistorey Apartment   Saguna More   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Saguna More,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1339-Sq-ft-Multistorey-Apartment-FOR-Sale-Saguna-More-in-Patna&id=4d423636303539313037
Multistorey Apartment   Vijay Nagar   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Vijay Nagar,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Sale-Vijay-Nagar-in-Patna-r1&id=4d423636363731343435
Multistorey Apartment   Gola Road   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Gola Road,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Gola-Road-in-Patna&id=4d423637333336353837
Multistorey Apartment   Digha   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Digha,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1450-Sq-ft-Multistorey-Apartment-FOR-Sale-Digha-in-Patna&id=4d423637313339353139
Multistorey Apartment   Bahadurpur   Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Bahadurpur,Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Bahadurpur-in-Patna&id=4d423637323736373639
Villa   Chitragupta Nagar   Furnished   Patna   7.0   7.0   Sale,Villa,Chitragupta Nagar,Furnished,Patna,Sale,7.0,https://www.magicbricks.com/propertyDetails/7-BHK-2332-Sq-ft-Villa-FOR-Sale-Chitragupta-Nagar-in-Patna&id=4d423636343935303033
Multistorey Apartment   Saguna More   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Saguna More,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Saguna-More-in-Patna&id=4d423535333131363335
Multistorey Apartment   Gola Road   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Gola Road,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1462-Sq-ft-Multistorey-Apartment-FOR-Sale-Gola-Road-in-Patna-r3&id=4d423634343835343931
Multistorey Apartment   Vijay Nagar   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Vijay Nagar,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1020-Sq-ft-Multistorey-Apartment-FOR-Sale-Vijay-Nagar-in-Patna&id=4d423636383731303935
Multistorey Apartment   Boring Road   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Boring Road,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Boring-Road-in-Patna&id=4d423637363933313233
Multistorey Apartment   Danapur Khagaul Road   Semi-Furnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Danapur Khagaul Road,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1430-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-Khagaul-Road-in-Patna&id=4d423439313439323333
Multistorey Apartment   Khagaul Road   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Khagaul Road,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1467-Sq-ft-Multistorey-Apartment-FOR-Sale-Khagaul-Road-in-Patna-r1&id=4d423636353234373635
Multistorey Apartment   Danapur   Semi-Furnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Danapur,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1793-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-in-Patna&id=4d423637363433323835
Multistorey Apartment   Danapur   Semi-Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Danapur,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1105-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-in-Patna&id=4d423636303334373131
Multistorey Apartment   Bailey Road   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Bailey Road,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1790-Sq-ft-Multistorey-Apartment-FOR-Sale-Bailey-Road-in-Patna&id=4d423635343231313035
Multistorey Apartment   Bihta   Semi-Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Bihta,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Bihta-in-Patna&id=4d423636323937333535
Multistorey Apartment   Danapur   Unfurnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Danapur,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1915-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-in-Patna&id=4d423635323731323737
Multistorey Apartment   Kankarbagh   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Kankarbagh,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1705-Sq-ft-Multistorey-Apartment-FOR-Sale-Kankarbagh-in-Patna&id=4d423637373034353239
Multistorey Apartment   Saguna More   Semi-Furnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Saguna More,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1960-Sq-ft-Multistorey-Apartment-FOR-Sale-Saguna-More-in-Patna&id=4d423636353737393033
Multistorey Apartment   Patna Bakhtiyarpur Road   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Patna Bakhtiyarpur Road,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1331-Sq-ft-Multistorey-Apartment-FOR-Sale-Patna-Bakhtiyarpur-Road-in-Patna&id=4d423637353732383539
Multistorey Apartment   Danapur   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Danapur,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-in-Patna&id=4d423633343839383935
Multistorey Apartment   Mahuabag   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Mahuabag,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1010-Sq-ft-Multistorey-Apartment-FOR-Sale-Mahuabag-in-Patna&id=4d423539343531383039
Multistorey Apartment   Ram Krishna Puram   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Ram Krishna Puram,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Ram-Krishna-Puram-in-Patna&id=4d423637353738353337
Multistorey Apartment   Jagdeo Path   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Jagdeo Path,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1261-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagdeo-Path-in-Patna&id=4d423637363430383533
Multistorey Apartment   Mithila Colony Road   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Mithila Colony Road,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1170-Sq-ft-Multistorey-Apartment-FOR-Sale-Mithila-Colony-Road-in-Patna&id=4d423632303839383931
Multistorey Apartment   Buddha Colony   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Buddha Colony,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-Buddha-Colony-in-Patna&id=4d423236323938383037
Multistorey Apartment   Bailey Road   Semi-Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Bailey Road,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-896-Sq-ft-Multistorey-Apartment-FOR-Sale-Bailey-Road-in-Patna&id=4d423635353930363133
Multistorey Apartment   Danapur Khagaul Road   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Danapur Khagaul Road,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1216-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-Khagaul-Road-in-Patna-r1&id=4d423630383539383237
Villa   Missing   Furnished   Patna   4.0   3.0   Sale,Villa,Missing,Furnished,Patna,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-1500-Sq-ft-Villa-FOR-Sale-in-Patna&id=4d423635313535323333
Multistorey Apartment   RPS More   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,RPS More,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-RPS-More-in-Patna&id=4d423637363934343135
Multistorey Apartment   Digha Patna   Semi-Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Digha Patna,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-976-Sq-ft-Multistorey-Apartment-FOR-Sale-Digha-Patna-in-Patna&id=4d423635343933313831
Multistorey Apartment   Ambedkar Nagar   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Ambedkar Nagar,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-840-Sq-ft-Multistorey-Apartment-FOR-Sale-Ambedkar-Nagar-in-Patna&id=4d423637373038393731
Multistorey Apartment   Khagaul   Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Khagaul,Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1369-Sq-ft-Multistorey-Apartment-FOR-Sale-Khagaul-in-Patna&id=4d423637373938383433
Multistorey Apartment   Patna Bakhtiyarpur Road   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Patna Bakhtiyarpur Road,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1629-Sq-ft-Multistorey-Apartment-FOR-Sale-Patna-Bakhtiyarpur-Road-in-Patna&id=4d423634383632363835
Multistorey Apartment   Raja Bazar   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Raja Bazar,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1260-Sq-ft-Multistorey-Apartment-FOR-Sale-Raja-Bazar-in-Patna&id=4d423636313733313239
Multistorey Apartment   Gola Road   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Gola Road,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1165-Sq-ft-Multistorey-Apartment-FOR-Sale-Gola-Road-in-Patna&id=4d423637373038363135
Multistorey Apartment   Gola Road   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Gola Road,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1374-Sq-ft-Multistorey-Apartment-FOR-Sale-Gola-Road-in-Patna&id=4d423637353832353033
Multistorey Apartment   Didarganj   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Didarganj,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1625-Sq-ft-Multistorey-Apartment-FOR-Sale-Didarganj-in-Patna&id=4d423532313332323639
Multistorey Apartment   Bailey Road   Unfurnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Bailey Road,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1602-Sq-ft-Multistorey-Apartment-FOR-Sale-Bailey-Road-in-Patna&id=4d423637363830303339
Multistorey Apartment   Rajendra Nagar   Semi-Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Rajendra Nagar,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajendra-Nagar-in-Patna&id=4d423637323939353331
Multistorey Apartment   Buddha Colony   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Buddha Colony,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1451-Sq-ft-Multistorey-Apartment-FOR-Sale-Buddha-Colony-in-Patna&id=4d423637343937343537
Multistorey Apartment   Khagaul Road   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Khagaul Road,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-970-Sq-ft-Multistorey-Apartment-FOR-Sale-Khagaul-Road-in-Patna&id=4d423533333639393035
Multistorey Apartment   Patna Gaya Road   Semi-Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Patna Gaya Road,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Patna-Gaya-Road-in-Patna&id=4d423637333536323735
